post_id,factcheck_id,post_language,random_examples_with_ids
2791,100225,hun,"[(4883, 123386, 'Yes'), (4883, 78035, 'No'), (4883, 153073, 'Yes'), (4883, 70380, 'Yes'), (22912, 21318, 'No'), (4555, 193594, 'No'), (4883, 124552, 'Yes'), (4883, 12970, 'Yes'), (22806, 187902, 'No'), (1993, 56226, 'No')]"
2791,9051,hun,"[(22912, 21318, 'No'), (4883, 12970, 'Yes'), (17514, 129484, 'Yes'), (4883, 124552, 'Yes'), (22806, 187902, 'No'), (4531, 158866, 'No'), (4555, 193594, 'No'), (4883, 70380, 'Yes'), (585, 113990, 'No'), (22806, 158635, 'Yes')]"
2791,41839,hun,"[(585, 113990, 'No'), (4555, 193594, 'No'), (4883, 12970, 'Yes'), (4883, 70380, 'Yes'), (22806, 187902, 'No'), (4883, 171893, 'No'), (3705, 176957, 'No'), (4883, 124552, 'Yes'), (22806, 158635, 'Yes'), (4883, 123386, 'Yes')]"
2791,75275,hun,"[(4883, 78035, 'No'), (3705, 176957, 'No'), (4555, 193594, 'No'), (4883, 12970, 'Yes'), (4883, 124552, 'Yes'), (22912, 21318, 'No'), (3705, 176954, 'No'), (22806, 158635, 'Yes'), (8782, 120872, 'Yes'), (25453, 193586, 'Yes')]"
2791,106337,hun,"[(22806, 187902, 'No'), (4883, 70380, 'Yes'), (4883, 78035, 'No'), (22806, 173368, 'Yes'), (3705, 167395, 'No'), (4883, 12970, 'Yes'), (4883, 153073, 'Yes'), (4555, 193594, 'No'), (4883, 124552, 'Yes'), (585, 113990, 'No')]"
2792,18331,hun,"[(22806, 187902, 'No'), (11027, 122835, 'Yes'), (11027, 101780, 'Yes'), (22806, 157865, 'Yes'), (4531, 158866, 'No'), (22806, 192957, 'No'), (22806, 158635, 'Yes'), (3705, 180390, 'No'), (22806, 173368, 'Yes'), (4591, 173011, 'No')]"
2792,55514,hun,"[(22806, 187902, 'No'), (22806, 173368, 'Yes'), (3705, 177038, 'No'), (4591, 7349, 'Yes'), (11027, 122835, 'Yes'), (19781, 120676, 'No'), (11027, 101780, 'Yes'), (4555, 193594, 'No'), (3705, 176954, 'No'), (22806, 158635, 'Yes')]"
2792,55542,hun,"[(22806, 187902, 'No'), (3705, 176954, 'No'), (11027, 122835, 'Yes'), (11027, 101780, 'Yes'), (3705, 180390, 'No'), (4591, 7349, 'Yes'), (22806, 173368, 'Yes'), (3705, 176957, 'No'), (4555, 193594, 'No'), (22806, 158635, 'Yes')]"
2792,28442,hun,"[(22806, 157865, 'Yes'), (11027, 122835, 'Yes'), (3705, 167395, 'No'), (3705, 176957, 'No'), (22806, 187902, 'No'), (22806, 162883, 'Yes'), (22806, 158635, 'Yes'), (22806, 173368, 'Yes'), (3705, 176954, 'No'), (4555, 193594, 'No')]"
2792,55500,hun,"[(22806, 158635, 'Yes'), (16449, 159651, 'No'), (22806, 187902, 'No'), (3705, 180390, 'No'), (3705, 176954, 'No'), (11027, 118912, 'Yes'), (3705, 167395, 'No'), (11027, 101780, 'Yes'), (11027, 63859, 'Yes'), (11027, 122835, 'Yes')]"
2792,11981,hun,"[(22806, 162883, 'Yes'), (3705, 180390, 'No'), (11027, 101780, 'Yes'), (22806, 164584, 'No'), (22806, 187902, 'No'), (19781, 50687, 'No'), (22806, 192957, 'No'), (22806, 158635, 'Yes'), (22806, 157865, 'Yes'), (22806, 173368, 'Yes')]"
2792,49425,hun,"[(22806, 162883, 'Yes'), (22806, 187902, 'No'), (22806, 191557, 'No'), (4591, 7349, 'Yes'), (22806, 158635, 'Yes'), (19781, 50687, 'No'), (22806, 173368, 'Yes'), (22806, 157865, 'Yes'), (22806, 164584, 'No'), (4555, 193594, 'No')]"
2792,13882,hun,"[(3705, 176954, 'No'), (22806, 192957, 'No'), (22806, 173368, 'Yes'), (16449, 9030, 'Yes'), (11027, 101780, 'Yes'), (11027, 122835, 'Yes'), (22806, 187902, 'No'), (3705, 176957, 'No'), (22806, 158635, 'Yes'), (3705, 180390, 'No')]"
2792,67026,hun,"[(22806, 191557, 'No'), (19781, 50687, 'No'), (22806, 192957, 'No'), (25678, 93990, 'No'), (4591, 7349, 'Yes'), (11027, 63859, 'Yes'), (11027, 101780, 'Yes'), (11027, 118912, 'Yes'), (11027, 122835, 'Yes'), (22806, 187902, 'No')]"
2792,14835,hun,"[(4555, 193594, 'No'), (22806, 158635, 'Yes'), (3705, 176956, 'No'), (22806, 157865, 'Yes'), (22806, 173368, 'Yes'), (19781, 50687, 'No'), (22806, 191557, 'No'), (22806, 187902, 'No'), (4591, 7349, 'Yes'), (11027, 101780, 'Yes')]"
25323,193489,tha,"[(8782, 164914, 'No'), (25678, 93990, 'No'), (22806, 158635, 'Yes'), (8782, 113887, 'No'), (8782, 120845, 'No'), (8782, 155418, 'Yes'), (7496, 18473, 'Yes'), (8782, 164909, 'Yes'), (8782, 120872, 'Yes'), (8782, 143316, 'No')]"
25323,10587,tha,"[(22806, 158635, 'Yes'), (8782, 137137, 'No'), (7496, 18473, 'Yes'), (8782, 164909, 'Yes'), (8782, 155418, 'Yes'), (25678, 93990, 'No'), (8782, 120845, 'No'), (8782, 120872, 'Yes'), (8782, 63646, 'No'), (8782, 143316, 'No')]"
25323,193376,tha,"[(22806, 187902, 'No'), (8782, 155418, 'Yes'), (7496, 117373, 'Yes'), (7496, 18473, 'Yes'), (8782, 120872, 'Yes'), (8782, 63646, 'No'), (9413, 30488, 'Yes'), (25678, 93990, 'No'), (8782, 113887, 'No'), (8782, 143316, 'No')]"
25323,193359,tha,"[(8782, 155418, 'Yes'), (8782, 63646, 'No'), (585, 113990, 'No'), (7496, 18473, 'Yes'), (22806, 187902, 'No'), (11027, 101780, 'Yes'), (25678, 93990, 'No'), (7496, 150251, 'Yes'), (11027, 118912, 'Yes'), (8782, 143316, 'No')]"
25323,193605,tha,"[(8782, 120872, 'Yes'), (7496, 18473, 'Yes'), (25678, 93990, 'No'), (8782, 113887, 'No'), (8782, 155418, 'Yes'), (7496, 83000, 'Yes'), (8782, 63646, 'No'), (11027, 101780, 'Yes'), (585, 113990, 'No'), (18703, 52260, 'No')]"
25323,193606,tha,"[(9690, 17193, 'Yes'), (7496, 18473, 'Yes'), (19781, 102313, 'Yes'), (8782, 120872, 'Yes'), (25678, 93990, 'No'), (8782, 120845, 'No'), (8782, 155418, 'Yes'), (585, 113990, 'No'), (2811, 168346, 'No'), (22806, 64286, 'No')]"
25323,193255,tha,"[(8782, 120845, 'No'), (8782, 155418, 'Yes'), (11027, 101780, 'Yes'), (7496, 18473, 'Yes'), (18703, 52260, 'No'), (585, 113990, 'No'), (22806, 187902, 'No'), (7496, 16903, 'Yes'), (11027, 122835, 'Yes'), (25678, 93990, 'No')]"
25323,193330,tha,"[(8782, 155418, 'Yes'), (25678, 93990, 'No'), (11027, 118912, 'Yes'), (23358, 145912, 'No'), (9413, 30488, 'Yes'), (8782, 137137, 'No'), (22806, 158635, 'Yes'), (8782, 143316, 'No'), (25678, 112948, 'Yes'), (8782, 164914, 'No')]"
25323,193466,tha,"[(11027, 122835, 'Yes'), (4531, 47406, 'No'), (25678, 93990, 'No'), (9690, 17193, 'Yes'), (18703, 52260, 'No'), (7496, 18473, 'Yes'), (8782, 155418, 'Yes'), (11027, 101780, 'Yes'), (585, 113990, 'No'), (8782, 143316, 'No')]"
25323,193566,tha,"[(11027, 101780, 'Yes'), (8782, 113887, 'No'), (7496, 18473, 'Yes'), (9690, 17193, 'Yes'), (8782, 143316, 'No'), (18703, 52260, 'No'), (8782, 120872, 'Yes'), (8782, 120845, 'No'), (7496, 16903, 'Yes'), (25678, 93990, 'No')]"
23276,170742,ara,"[(4883, 124552, 'Yes'), (9872, 45433, 'Yes'), (9872, 71597, 'Yes'), (19781, 120676, 'No'), (585, 113990, 'No'), (19781, 84629, 'No'), (9872, 71598, 'Yes'), (16449, 118598, 'Yes'), (16449, 161461, 'No'), (10265, 157037, 'No')]"
23276,169086,ara,"[(9872, 45434, 'Yes'), (7330, 50049, 'No'), (16449, 118598, 'Yes'), (3686, 51705, 'No'), (9872, 71597, 'Yes'), (10265, 157037, 'No'), (9872, 45433, 'Yes'), (24704, 98389, 'No'), (3686, 32224, 'No'), (9872, 71598, 'Yes')]"
23276,171036,ara,"[(19781, 84629, 'No'), (9872, 71598, 'Yes'), (9872, 45433, 'Yes'), (585, 113990, 'No'), (9872, 71597, 'Yes'), (9872, 45434, 'Yes'), (27633, 73353, 'No'), (10265, 157037, 'No'), (24704, 57585, 'No'), (16449, 118598, 'Yes')]"
23276,176524,ara,"[(25678, 93990, 'No'), (25453, 193586, 'Yes'), (24704, 98389, 'No'), (4883, 70380, 'Yes'), (585, 113990, 'No'), (4883, 123386, 'Yes'), (16449, 118598, 'Yes'), (16449, 161461, 'No'), (18788, 72632, 'No'), (9872, 71598, 'Yes')]"
23276,172230,ara,"[(9872, 71598, 'Yes'), (19781, 84629, 'No'), (9872, 71597, 'Yes'), (20050, 193423, 'No'), (19781, 64150, 'No'), (585, 113990, 'No'), (25453, 193586, 'Yes'), (16449, 118598, 'Yes'), (19781, 102337, 'No'), (4883, 124552, 'Yes')]"
23276,164841,ara,"[(20050, 193423, 'No'), (585, 113990, 'No'), (9872, 71598, 'Yes'), (4555, 193594, 'No'), (16449, 118598, 'Yes'), (10265, 157037, 'No'), (11769, 71386, 'Yes'), (18788, 193543, 'No'), (9872, 45433, 'Yes'), (9872, 71597, 'Yes')]"
23276,168522,ara,"[(9872, 71597, 'Yes'), (24704, 98389, 'No'), (18788, 193543, 'No'), (16449, 118598, 'Yes'), (585, 113990, 'No'), (9872, 45434, 'Yes'), (9872, 45433, 'Yes'), (19781, 64150, 'No'), (4883, 49661, 'No'), (9872, 71598, 'Yes')]"
23276,165714,ara,"[(16449, 9698, 'No'), (4883, 70380, 'Yes'), (4883, 124552, 'Yes'), (585, 113990, 'No'), (22806, 158635, 'Yes'), (4555, 193594, 'No'), (4883, 12970, 'Yes'), (19781, 64148, 'No'), (19781, 102337, 'No'), (4883, 123386, 'Yes')]"
23276,173778,ara,"[(4555, 193594, 'No'), (19781, 50687, 'No'), (25453, 193586, 'Yes'), (19781, 64148, 'No'), (19781, 54007, 'No'), (11027, 101780, 'Yes'), (585, 113990, 'No'), (22806, 158635, 'Yes'), (11027, 122835, 'Yes'), (19781, 102313, 'Yes')]"
23276,172910,ara,"[(4883, 49661, 'No'), (4883, 123386, 'Yes'), (585, 113990, 'No'), (19781, 102337, 'No'), (4883, 199530, 'Yes'), (16449, 118598, 'Yes'), (16449, 9698, 'No'), (19781, 64148, 'No'), (4883, 124552, 'Yes'), (9872, 71598, 'Yes')]"
15083,55525,hun,"[(4883, 12970, 'Yes'), (3705, 176954, 'No'), (3705, 176958, 'No'), (22806, 158635, 'Yes'), (3705, 176957, 'No'), (11027, 122835, 'Yes'), (17514, 165187, 'No'), (4883, 70380, 'Yes'), (11027, 101780, 'Yes'), (3705, 180390, 'No')]"
15083,55500,hun,"[(11027, 101780, 'Yes'), (3705, 180390, 'No'), (16449, 159651, 'No'), (9872, 71598, 'Yes'), (4883, 124552, 'Yes'), (4883, 12970, 'Yes'), (11027, 122835, 'Yes'), (3705, 167395, 'No'), (17514, 165187, 'No'), (3705, 176954, 'No')]"
15083,55523,hun,"[(4883, 190942, 'No'), (16449, 159651, 'No'), (4883, 153073, 'Yes'), (4883, 171893, 'No'), (11027, 122835, 'Yes'), (17514, 165187, 'No'), (11027, 101780, 'Yes'), (4883, 124552, 'Yes'), (4883, 12970, 'Yes'), (3705, 180390, 'No')]"
15083,55514,hun,"[(4591, 7349, 'Yes'), (4883, 12970, 'Yes'), (16449, 118598, 'Yes'), (17514, 165187, 'No'), (26746, 165768, 'No'), (11027, 122835, 'Yes'), (19781, 120676, 'No'), (11027, 101780, 'Yes'), (4555, 193594, 'No'), (22806, 187902, 'No')]"
15083,55543,hun,"[(19781, 102337, 'No'), (11027, 101780, 'Yes'), (7496, 18473, 'Yes'), (19781, 64148, 'No'), (22806, 187902, 'No'), (11027, 118912, 'Yes'), (11027, 122835, 'Yes'), (585, 113990, 'No'), (4555, 193594, 'No'), (11027, 63859, 'Yes')]"
15083,55506,hun,"[(4883, 12970, 'Yes'), (16449, 162078, 'No'), (16449, 159651, 'No'), (16449, 118598, 'Yes'), (3705, 180390, 'No'), (11027, 122835, 'Yes'), (11027, 101780, 'Yes'), (4883, 190942, 'No'), (585, 113990, 'No'), (4883, 153073, 'Yes')]"
15083,55513,hun,"[(11027, 101780, 'Yes'), (9872, 71598, 'Yes'), (11027, 122835, 'Yes'), (585, 113990, 'No'), (3705, 176958, 'No'), (17514, 165187, 'No'), (4883, 12970, 'Yes'), (4591, 7349, 'Yes'), (4883, 171893, 'No'), (3705, 180390, 'No')]"
15083,151945,hun,"[(4883, 153073, 'Yes'), (3705, 176954, 'No'), (4883, 12970, 'Yes'), (7496, 18473, 'Yes'), (585, 113990, 'No'), (26746, 165768, 'No'), (4883, 70380, 'Yes'), (26746, 45440, 'No'), (3705, 176958, 'No'), (16449, 118598, 'Yes')]"
15083,28442,hun,"[(4883, 12970, 'Yes'), (3705, 167395, 'No'), (4883, 124552, 'Yes'), (3705, 176957, 'No'), (3705, 176954, 'No'), (22806, 173368, 'Yes'), (4555, 193594, 'No'), (11027, 122835, 'Yes'), (16449, 9877, 'Yes'), (26746, 165768, 'No')]"
15083,55517,hun,"[(16449, 9698, 'No'), (3705, 176957, 'No'), (3705, 176954, 'No'), (22806, 187902, 'No'), (4883, 70380, 'Yes'), (19781, 50687, 'No'), (4883, 12970, 'Yes'), (11027, 122835, 'Yes'), (22806, 158635, 'Yes'), (4883, 124552, 'Yes')]"
15083,151408,hun,"[(4555, 193594, 'No'), (4569, 91111, 'No'), (4883, 70380, 'Yes'), (4883, 12970, 'Yes'), (4591, 7349, 'Yes'), (3705, 176954, 'No'), (9872, 71598, 'Yes'), (18788, 193543, 'No'), (585, 113990, 'No'), (4883, 124552, 'Yes')]"
15083,110721,hun,"[(11027, 101780, 'Yes'), (4883, 124552, 'Yes'), (11027, 122835, 'Yes'), (3705, 180390, 'No'), (4883, 70380, 'Yes'), (27633, 73591, 'No'), (585, 113990, 'No'), (3705, 176954, 'No'), (3705, 176956, 'No'), (4883, 12970, 'Yes')]"
15083,48609,hun,"[(22806, 158635, 'Yes'), (22806, 187902, 'No'), (3705, 176957, 'No'), (4883, 124552, 'Yes'), (4555, 193594, 'No'), (25453, 193586, 'Yes'), (7496, 16903, 'Yes'), (3705, 176954, 'No'), (19781, 50687, 'No'), (7496, 18473, 'Yes')]"
15083,97422,hun,"[(11027, 16151, 'No'), (11027, 101780, 'Yes'), (4883, 70380, 'Yes'), (4883, 12970, 'Yes'), (585, 113990, 'No'), (4883, 124552, 'Yes'), (11027, 122835, 'Yes'), (4555, 193594, 'No'), (27633, 73353, 'No'), (16449, 159651, 'No')]"
15083,106839,hun,"[(585, 113990, 'No'), (3705, 176957, 'No'), (11027, 101780, 'Yes'), (7496, 18473, 'Yes'), (3705, 176954, 'No'), (11027, 122835, 'Yes'), (4883, 78035, 'No'), (16449, 9698, 'No'), (4591, 7349, 'Yes'), (4569, 120045, 'Yes')]"
15083,110674,hun,"[(9690, 17193, 'Yes'), (4883, 124552, 'Yes'), (11027, 122835, 'Yes'), (4555, 193594, 'No'), (27633, 73353, 'No'), (11027, 101780, 'Yes'), (3705, 167395, 'No'), (4591, 7349, 'Yes'), (16449, 9698, 'No'), (3705, 50655, 'No')]"
15083,150621,hun,"[(19781, 64127, 'No'), (4883, 124552, 'Yes'), (4883, 70380, 'Yes'), (21206, 176134, 'No'), (4883, 12970, 'Yes'), (22806, 158635, 'Yes'), (19781, 102337, 'No'), (22806, 187902, 'No'), (4883, 153073, 'Yes'), (4555, 193594, 'No')]"
15083,93854,hun,"[(11027, 122835, 'Yes'), (19781, 64127, 'No'), (4883, 124552, 'Yes'), (4883, 12970, 'Yes'), (4883, 78035, 'No'), (4883, 190942, 'No'), (4883, 70380, 'Yes'), (19781, 50687, 'No'), (19781, 102337, 'No'), (4883, 153073, 'Yes')]"
15083,138591,hun,"[(4883, 124552, 'Yes'), (585, 113990, 'No'), (21206, 176134, 'No'), (4883, 12970, 'Yes'), (4883, 70380, 'Yes'), (4569, 120045, 'Yes'), (3705, 176954, 'No'), (3705, 176957, 'No'), (4555, 193594, 'No'), (7496, 18473, 'Yes')]"
15083,93901,hun,"[(4883, 124552, 'Yes'), (3705, 176957, 'No'), (1137, 154786, 'No'), (4883, 78035, 'No'), (3705, 176954, 'No'), (4883, 70380, 'Yes'), (11027, 101780, 'Yes'), (585, 113990, 'No'), (4883, 123386, 'Yes'), (4883, 12970, 'Yes')]"
15083,107131,hun,"[(9872, 71598, 'Yes'), (9872, 45434, 'Yes'), (27633, 73591, 'No'), (4883, 124552, 'Yes'), (11027, 118912, 'Yes'), (4555, 193594, 'No'), (19781, 64127, 'No'), (19781, 50687, 'No'), (9872, 71597, 'Yes'), (3705, 167395, 'No')]"
15083,37764,hun,"[(4569, 120045, 'Yes'), (3705, 177038, 'No'), (4591, 26675, 'Yes'), (22806, 158635, 'Yes'), (3705, 176956, 'No'), (22806, 187902, 'No'), (3705, 176954, 'No'), (4883, 124552, 'Yes'), (27633, 90130, 'Yes'), (585, 113990, 'No')]"
15083,151842,hun,"[(4883, 124552, 'Yes'), (7496, 18473, 'Yes'), (19781, 50687, 'No'), (11027, 122835, 'Yes'), (20050, 193423, 'No'), (11027, 101780, 'Yes'), (585, 113990, 'No'), (19781, 64148, 'No'), (16449, 118598, 'Yes'), (4555, 193594, 'No')]"
15083,46187,hun,"[(7496, 18473, 'Yes'), (4555, 193594, 'No'), (4883, 12970, 'Yes'), (4883, 70380, 'Yes'), (4883, 78035, 'No'), (4883, 124552, 'Yes'), (20050, 193423, 'No'), (3705, 167395, 'No'), (585, 113990, 'No'), (11027, 101780, 'Yes')]"
15083,100244,hun,"[(11027, 122835, 'Yes'), (11027, 101780, 'Yes'), (22806, 158635, 'Yes'), (585, 113990, 'No'), (7496, 18473, 'Yes'), (3705, 176957, 'No'), (3705, 176954, 'No'), (4555, 193594, 'No'), (3705, 167395, 'No'), (4883, 124552, 'Yes')]"
15083,8230,hun,"[(3705, 176954, 'No'), (585, 113990, 'No'), (4883, 124552, 'Yes'), (4883, 70380, 'Yes'), (20050, 193423, 'No'), (11027, 122835, 'Yes'), (4883, 12970, 'Yes'), (19781, 64148, 'No'), (4569, 120045, 'Yes'), (4555, 193594, 'No')]"
4846,139457,slk,"[(25453, 193430, 'No'), (7496, 18473, 'Yes'), (7496, 83000, 'Yes'), (19781, 50687, 'No'), (7496, 117373, 'Yes'), (25678, 93990, 'No'), (7496, 15833, 'Yes'), (22806, 187902, 'No'), (4555, 193594, 'No'), (25453, 193586, 'Yes')]"
4846,139461,slk,"[(25678, 93990, 'No'), (25453, 193430, 'No'), (19781, 50687, 'No'), (25453, 193586, 'Yes'), (4591, 7349, 'Yes'), (7496, 18473, 'Yes'), (7496, 83000, 'Yes'), (11027, 101780, 'Yes'), (4555, 193594, 'No'), (22806, 187902, 'No')]"
4846,139460,slk,"[(7496, 83000, 'Yes'), (7496, 18473, 'Yes'), (7496, 117373, 'Yes'), (25678, 93990, 'No'), (4555, 193594, 'No'), (7496, 15833, 'Yes'), (7496, 150251, 'Yes'), (25453, 193430, 'No'), (7496, 36489, 'No'), (19781, 50687, 'No')]"
4846,7242,slk,"[(25453, 193586, 'Yes'), (4591, 7349, 'Yes'), (4555, 193594, 'No'), (7496, 83000, 'Yes'), (16449, 159651, 'No'), (17514, 165187, 'No'), (7496, 18473, 'Yes'), (25678, 93990, 'No'), (16449, 161461, 'No'), (16449, 118598, 'Yes')]"
4846,154021,slk,"[(9690, 17193, 'Yes'), (22806, 187902, 'No'), (7496, 83000, 'Yes'), (25678, 93990, 'No'), (7496, 18473, 'Yes'), (4555, 193594, 'No'), (11027, 122835, 'Yes'), (19781, 50687, 'No'), (11027, 101780, 'Yes'), (11027, 16151, 'No')]"
4846,154023,slk,"[(7496, 18473, 'Yes'), (4555, 193594, 'No'), (8782, 143316, 'No'), (22806, 187902, 'No'), (25453, 193586, 'Yes'), (7496, 117373, 'Yes'), (7496, 15833, 'Yes'), (25453, 193430, 'No'), (4591, 193490, 'No'), (7496, 16903, 'Yes')]"
4846,139447,slk,"[(7496, 18473, 'Yes'), (7496, 15833, 'Yes'), (7496, 117373, 'Yes'), (4555, 193594, 'No'), (7496, 16903, 'Yes'), (25453, 193430, 'No'), (7496, 83000, 'Yes'), (3705, 176954, 'No'), (17514, 165187, 'No'), (3705, 180390, 'No')]"
4846,56836,slk,"[(4555, 193594, 'No'), (7496, 18473, 'Yes'), (22806, 187902, 'No'), (17514, 165187, 'No'), (25453, 193586, 'Yes'), (11027, 122835, 'Yes'), (7496, 83000, 'Yes'), (11027, 101780, 'Yes'), (7496, 36489, 'No'), (16449, 159651, 'No')]"
4846,139444,slk,"[(7496, 18473, 'Yes'), (11027, 122835, 'Yes'), (9690, 17193, 'Yes'), (8707, 81414, 'No'), (11027, 101780, 'Yes'), (25678, 93990, 'No'), (4555, 193594, 'No'), (19781, 50687, 'No'), (25453, 193586, 'Yes'), (22806, 187902, 'No')]"
4846,197823,slk,"[(2811, 168346, 'No'), (7496, 83000, 'Yes'), (17514, 165187, 'No'), (7496, 18473, 'Yes'), (25453, 193586, 'Yes'), (7496, 14104, 'Yes'), (4591, 7349, 'Yes'), (4591, 193490, 'No'), (4555, 193594, 'No'), (7496, 36489, 'No')]"
4846,117015,slk,"[(4591, 7349, 'Yes'), (4555, 193594, 'No'), (25453, 193586, 'Yes'), (21206, 176134, 'No'), (3686, 55456, 'No'), (7496, 83000, 'Yes'), (25453, 193430, 'No'), (16449, 118598, 'Yes'), (3686, 108462, 'No'), (7496, 18473, 'Yes')]"
4846,139458,slk,"[(25678, 93990, 'No'), (9690, 17193, 'Yes'), (7496, 18473, 'Yes'), (19781, 64150, 'No'), (4555, 193594, 'No'), (22806, 187902, 'No'), (19781, 50687, 'No'), (11027, 122835, 'Yes'), (11027, 101780, 'Yes'), (7496, 16903, 'Yes')]"
4846,141049,slk,"[(21206, 150124, 'No'), (7496, 18473, 'Yes'), (7496, 150251, 'Yes'), (4555, 193594, 'No'), (22806, 187902, 'No'), (25453, 193586, 'Yes'), (11027, 101780, 'Yes'), (25678, 93990, 'No'), (19781, 50687, 'No'), (11027, 122835, 'Yes')]"
4846,154022,slk,"[(25678, 93990, 'No'), (7496, 18473, 'Yes'), (7496, 83000, 'Yes'), (4555, 193594, 'No'), (19781, 50687, 'No'), (9690, 17193, 'Yes'), (22806, 187902, 'No'), (7496, 15833, 'Yes'), (11027, 101780, 'Yes'), (11027, 16151, 'No')]"
4846,85459,slk,"[(25678, 93990, 'No'), (25453, 193430, 'No'), (7496, 16903, 'Yes'), (25453, 193586, 'Yes'), (17514, 165187, 'No'), (7496, 83000, 'Yes'), (16449, 118598, 'Yes'), (4555, 193594, 'No'), (7496, 18473, 'Yes'), (19781, 50687, 'No')]"
4846,112830,slk,"[(7496, 36489, 'No'), (16449, 118598, 'Yes'), (4555, 193594, 'No'), (7496, 18473, 'Yes'), (25453, 193430, 'No'), (2811, 168346, 'No'), (7496, 14104, 'Yes'), (16449, 159651, 'No'), (7496, 83000, 'Yes'), (25453, 193586, 'Yes')]"
4846,93109,slk,"[(22806, 187902, 'No'), (26746, 165768, 'No'), (7496, 117373, 'Yes'), (11027, 101780, 'Yes'), (4555, 193594, 'No'), (7496, 114168, 'No'), (7496, 36489, 'No'), (7496, 150251, 'Yes'), (7496, 18473, 'Yes'), (7496, 83000, 'Yes')]"
4846,133393,slk,"[(19781, 50687, 'No'), (7496, 150251, 'Yes'), (4555, 193594, 'No'), (22806, 187902, 'No'), (7496, 18473, 'Yes'), (7496, 82482, 'No'), (25453, 193586, 'Yes'), (7496, 83000, 'Yes'), (11027, 101780, 'Yes'), (4555, 188148, 'No')]"
4846,88534,slk,"[(19781, 50687, 'No'), (7496, 36489, 'No'), (4555, 193594, 'No'), (11027, 118912, 'Yes'), (16449, 118598, 'Yes'), (7496, 83000, 'Yes'), (7496, 18473, 'Yes'), (25678, 93990, 'No'), (7496, 14104, 'Yes'), (19781, 120676, 'No')]"
4846,67724,slk,"[(2811, 168346, 'No'), (7496, 14104, 'Yes'), (25678, 93990, 'No'), (7496, 83000, 'Yes'), (4555, 193594, 'No'), (25453, 193430, 'No'), (7496, 18473, 'Yes'), (25453, 193586, 'Yes'), (4591, 7349, 'Yes'), (7496, 36489, 'No')]"
4846,41070,slk,"[(7496, 18473, 'Yes'), (4555, 193594, 'No'), (11027, 101780, 'Yes'), (7496, 15833, 'Yes'), (3705, 176954, 'No'), (7496, 16903, 'Yes'), (17514, 165187, 'No'), (7496, 83000, 'Yes'), (7496, 36489, 'No'), (7496, 159286, 'No')]"
4846,139470,slk,"[(7496, 18473, 'Yes'), (17514, 165187, 'No'), (7496, 16903, 'Yes'), (25453, 193586, 'Yes'), (25453, 193430, 'No'), (7496, 117373, 'Yes'), (11027, 101780, 'Yes'), (19781, 50687, 'No'), (22806, 187902, 'No'), (4555, 193594, 'No')]"
4846,139475,slk,"[(25453, 193586, 'Yes'), (11027, 122835, 'Yes'), (11027, 101780, 'Yes'), (25453, 193430, 'No'), (19781, 50687, 'No'), (7496, 117373, 'Yes'), (4555, 193594, 'No'), (22806, 187902, 'No'), (7496, 18473, 'Yes'), (25678, 93990, 'No')]"
4846,139468,slk,"[(7496, 18473, 'Yes'), (4555, 193594, 'No'), (16449, 159651, 'No'), (25453, 193430, 'No'), (4591, 7349, 'Yes'), (7496, 117373, 'Yes'), (25453, 193586, 'Yes'), (4591, 193490, 'No'), (7496, 83000, 'Yes'), (22806, 187902, 'No')]"
4846,112187,slk,"[(7496, 83000, 'Yes'), (17514, 187295, 'No'), (9690, 17193, 'Yes'), (22806, 187902, 'No'), (17514, 165187, 'No'), (7496, 18473, 'Yes'), (4555, 193594, 'No'), (16449, 159651, 'No'), (7496, 15833, 'Yes'), (11027, 101780, 'Yes')]"
4846,57470,slk,"[(7496, 150251, 'Yes'), (7496, 36489, 'No'), (7496, 18473, 'Yes'), (7496, 83000, 'Yes'), (16449, 118598, 'Yes'), (25678, 93990, 'No'), (19781, 64155, 'No'), (19781, 50687, 'No'), (4555, 193594, 'No'), (25453, 193586, 'Yes')]"
4846,139448,slk,"[(7496, 117373, 'Yes'), (7496, 16903, 'Yes'), (21206, 150124, 'No'), (4555, 193594, 'No'), (7496, 36489, 'No'), (25453, 193430, 'No'), (7496, 15833, 'Yes'), (11027, 101780, 'Yes'), (7496, 18473, 'Yes'), (25678, 93990, 'No')]"
4846,106652,slk,"[(11027, 122835, 'Yes'), (4555, 193594, 'No'), (25453, 193586, 'Yes'), (9690, 17193, 'Yes'), (7496, 18473, 'Yes'), (11027, 101780, 'Yes'), (17514, 165187, 'No'), (22806, 187902, 'No'), (25678, 93990, 'No'), (19781, 50687, 'No')]"
4846,139451,slk,"[(7496, 117373, 'Yes'), (4555, 193594, 'No'), (11027, 122835, 'Yes'), (7496, 18473, 'Yes'), (21206, 150124, 'No'), (21206, 176134, 'No'), (7496, 16903, 'Yes'), (7496, 159286, 'No'), (4883, 171893, 'No'), (11027, 101780, 'Yes')]"
4846,146810,slk,"[(4555, 193594, 'No'), (4883, 171893, 'No'), (25453, 193586, 'Yes'), (4591, 7349, 'Yes'), (21206, 150124, 'No'), (11027, 101780, 'Yes'), (8707, 81414, 'No'), (11027, 122835, 'Yes'), (17514, 165187, 'No'), (7496, 18473, 'Yes')]"
